"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000006747",27.7360544388753,0.203422873843795,0.487478817021544,0.417295822384022,0.676462043822892,0.880383058666126
"ENSG00000006756",545.414312401993,-0.0147901884830402,0.158864975822375,-0.0930991139266403,0.925824821364249,0.979848296697805
"ENSG00000006757",168.95903743019,-0.0157237739884472,0.154076056440755,-0.102052027756131,0.918715378436561,0.977935795088915
"ENSG00000006788",11.2024027852827,2.95519566506427,1.06558260347594,2.77331448113398,0.00554884688099955,0.0410739423327166
"ENSG00000006831",1095.78070752679,0.243869398068208,0.0932019222245633,2.61657047673998,0.00888180268393918,0.0589718990128272
"ENSG00000006837",75.3675602917904,-0.148190196448936,0.313415249366106,-0.472823823182364,0.63633887614031,0.858561450257906
"ENSG00000007001",2.00323736390909,-0.284334112908939,1.40169857366219,-0.202849684127212,0.839252522808173,NA
"ENSG00000007038",0.887380960584451,0.607941216458188,1.95110338652096,0.311588417435027,0.755353337867306,NA
"ENSG00000007047",813.83289419152,-0.0377195317853225,0.175117680288613,-0.215395337142181,0.829459105113984,0.949377127187975
"ENSG00000007062",2.45626676455035,-0.552453765236151,1.0252659586549,-0.538839469478676,0.589997626716264,NA
"ENSG00000007080",662.955088766559,0.244243803157071,0.158825019013987,1.53781693006165,0.1240933828763,0.362327797120023
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659543599503,0.103637244893448,0.497561995332533,0.618792796309595,0.847994417722503
"ENSG00000007171",1.482516982495,-0.538363484515895,1.78169943648997,-0.302162908900333,0.762527877850665,NA
"ENSG00000007174",2.70167247050387,0.383779638886982,1.02562238283055,0.374191949504665,0.708261513034355,NA
"ENSG00000007202",6545.03722366678,0.0244029370808401,0.0920226484581229,0.265184033384404,0.790867694237808,0.932188592826804
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748928,0.960669066386979,-0.932449009852983,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785167,0.242085504302131,1.11657522231408,0.264175990728321,0.562818535915736
"ENSG00000007264",2.94325916834344,0.13002954092064,0.934638476618601,0.139122820399038,0.889353095513642,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655273932,1.53120649870877,0.409713291971373,0.682016278398496,NA
"ENSG00000007314",0.779954153372703,-0.684393456024686,2.03068597951726,-0.337025745451487,0.736097492250058,NA
"ENSG00000007341",281.675425442917,0.215543120141445,0.241297144886798,0.893268423223839,0.371713443719081,0.672271328531823
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250179,0.515864168535354,0.397054117621161,0.691327553546678,0.888906755260655
"ENSG00000007376",258.460977739524,0.120341850177425,0.199984987867312,0.601754418973041,0.5473376201488,0.801624413159274
"ENSG00000007384",1823.38777953572,0.086811604542759,0.150639122160609,0.576288571638129,0.564420146229567,0.814831723666307
"ENSG00000007392",686.873099124053,-0.103853477906693,0.110159667314101,-0.942754099016769,0.345806694832551,0.650325448435303
"ENSG00000007402",23.7963910924727,0.739536517962819,0.519137318905124,1.42454894115978,0.154287628315948,0.412769145176652
"ENSG00000007516",11.2010825391975,-0.211644977337161,0.707152760680502,-0.299291735965922,0.764717459522017,0.922091325005559
"ENSG00000007520",580.560487206145,0.0714336082153418,0.150656436192985,0.474149064058825,0.63539361294725,0.858050492027294
"ENSG00000007541",653.546283118955,0.221748013687625,0.164697298587587,1.3463973944278,0.17817439079482,0.44888704337635
"ENSG00000007545",622.76848387059,0.16676840359903,0.15764247241339,1.0578900536507,0.290105570282277,0.593015098113793
"ENSG00000007866",1620.52184915199,0.553934461373923,0.156832395054508,3.53201557102663,0.000412405071015028,0.00512797602670164
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756221,0.14772438142842,-0.260140397976503,0.794755477244232,0.933794500297625
"ENSG00000007933",877.805740707214,0.313996093721056,0.978772381072815,0.320806042132994,0.748357380267635,0.915794483205667
"ENSG00000007944",345.286662228229,-0.489789864742862,0.152322640725625,-3.21547645451543,0.00130228177578201,0.0129927914981677
"ENSG00000007952",10.1687462516428,0.809128458611242,0.573991511120911,1.40965230832621,0.158642373431617,0.419765294869123
"ENSG00000007968",3.95849086572913,0.162676335960789,0.81978307749245,0.198438270351204,0.842702177333877,NA
"ENSG00000008018",1517.71752051207,0.0478484393435313,0.11093614163036,0.431315156993313,0.666239230955328,0.875479131182783
"ENSG00000008056",17.7167030593017,0.676013565163013,0.458124729301877,1.47561029109511,0.140048540855827,0.388895333931335
"ENSG00000008083",305.072434597756,0.48745985458099,0.15193265661145,3.20839420209449,0.00133478408423544,0.0132556296411442
"ENSG00000008086",372.53707879909,-0.172935290532869,0.189039000411493,-0.914812764331327,0.360289932668983,0.661817883469007
"ENSG00000008118",6.947918731314,-0.86130570793407,0.797917010809629,-1.07944271931253,0.280390415848853,NA
"ENSG00000008128",563.813333715399,0.133368795438243,0.368609963169206,0.36181549270013,0.717489913932929,0.900355020839689
"ENSG00000008130",1713.6319552007,0.83014126120587,0.151385287767807,5.48363234926191,4.16680278496132e-08,1.65633144824775e-06
"ENSG00000008196",1.08416182794751,-1.4031517241202,2.31102921164093,-0.607154473449472,0.543748402228627,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477360611,0.774036918487448,-0.0221849208040579,0.982300446086722,NA
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531183901,5.7713703029363,7.86294669939714e-09,3.76849138488512e-07
"ENSG00000008277",19.3106346175362,-0.024106426936547,0.474529638104792,-0.0508006771354152,0.959484351299533,0.990104479222589
"ENSG00000008282",1985.33227996644,0.286864094058603,0.139662741870266,2.05397724702464,0.0399778939388796,0.171710944555551
"ENSG00000008283",526.559923099993,0.0461205199046889,0.140844948264256,0.327455975333647,0.743323035649094,0.913694292257571
"ENSG00000008294",2928.30789180736,-0.166798754517564,0.13559572517322,-1.23011809040796,0.218652886649107,0.505067943660806
"ENSG00000008300",96.2831177707404,0.526617369940217,0.302734838386817,1.73953342385833,0.0819409783233528,0.278420306095697
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333953425,6.01259111208939,1.82581151480821e-09,9.56813681376135e-08
"ENSG00000008323",11.0031983554828,0.405444187987158,0.584041381858804,0.694204555671668,0.487553936045309,0.761394551598907
"ENSG00000008324",122.640499235734,0.570316063532935,0.253286891278285,2.25166040237879,0.0243437408110421,0.121919958526201
"ENSG00000008382",158.890722523391,0.132423892708625,0.205625800842496,0.644004264863914,0.519572668415657,0.782841291896506
"ENSG00000008394",3683.6269984121,0.00405145647153745,0.377714326607863,0.0107262451703179,0.991441858689223,0.997067573871502
"ENSG00000008405",286.125102009691,0.0862976818309541,0.187468459129194,0.460331739172625,0.645278122735966,0.863252851448693
"ENSG00000008438",1.71601671351819,2.69572186153603,1.61974087901328,1.66429204600814,0.0960540811625334,NA
"ENSG00000008441",11031.7971096393,-0.312692593643877,0.14461724423598,-2.16220821587251,0.0306021305556041,0.143511462246457
"ENSG00000008513",1583.37114858265,-0.562139412912085,0.225853185594608,-2.48895941596807,0.0128117589669172,0.0779879781165441
"ENSG00000008516",23.9019134428755,-0.178258532289413,0.486706312992114,-0.366254818421272,0.714174940404925,0.89958623472077
"ENSG00000008517",119.607617110672,-0.900335920469117,0.4156384090171,-2.16615187849994,0.030299582971635,0.142541919984422
"ENSG00000008710",5182.00878157707,0.404539834888903,0.145972294920571,2.77134667992325,0.00558249554538384,0.0412401294973795
"ENSG00000008735",19.7100642494594,0.378465888242649,0.432176975742954,0.875719692359894,0.381182437204039,0.680137607381617
"ENSG00000008838",1158.52573912739,-0.0257298840859935,0.124753943888448,-0.20624505553909,0.836599495075198,0.952349475530385
"ENSG00000008853",845.571636260842,0.364274124885519,0.177902833495376,2.0476015908706,0.0405990533485532,0.173626111257828
"ENSG00000008869",715.562444905458,0.102813344605347,0.112367270020577,0.914975905230405,0.360204279427974,0.661817883469007
"ENSG00000008952",5171.56671072198,0.0829560960477723,0.141494926483224,0.586283184207369,0.557685229402962,0.810369890846133
"ENSG00000008988",10959.3107578206,-0.0290054280900611,0.143611669247669,-0.201971248172314,0.839939201592678,0.953531953795263
"ENSG00000009307",15902.4117972056,-0.0196345853419333,0.102492947434944,-0.191570111244933,0.848078956616088,0.955902842251121
"ENSG00000009335",2127.18026041807,0.197193707147092,0.0931986520202926,2.1158429105193,0.0343581702072291,0.155144450741945
"ENSG00000009413",8391.06888900911,0.969287576217046,0.150655684984509,6.43379356256427,1.24457868719246e-10,8.45253103925103e-09
"ENSG00000009694",10.1257165658402,1.26320195080812,1.21706570609009,1.03790776823894,0.299312996601073,0.602686436153824
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653431,0.277519332572695,-1.61325031846621,0.106690135412699,0.33117895077379
"ENSG00000009765",10.717478680374,1.60313346278436,0.941617965896735,1.70253066620033,0.0886559348510543,0.293036694307992
"ENSG00000009780",176.843521397315,0.426821765706151,0.188717494439407,2.26169686585784,0.0237161385123606,0.119872593230749
"ENSG00000009790",5.5982365472662,0.327318655578095,0.709782962402627,0.461153159368768,0.644688724774514,NA
"ENSG00000009830",429.561114742382,0.117386571222011,0.142679360052055,0.822729869121813,0.410661625692966,0.706206763358694
"ENSG00000009844",867.146195689117,-0.10143179372383,0.127326807710546,-0.796625593209068,0.425668508997389,0.717374363454001
"ENSG00000009950",6.89942793039642,0.614252420235961,0.930433657698275,0.660178632999489,0.509139202373157,NA
"ENSG00000009954",2947.57029221357,-0.0233654141664778,0.0833381498351701,-0.280368765237661,0.779194598169744,0.928126639484825
"ENSG00000010017",2202.06085895341,0.71687263897171,0.156810110094148,4.57159706438127,4.84020990733112e-06,0.000115259401016556
